sent_no,parag_no,sent_raw,char_len,token_len,sent_clean,nlptown,robertalg15,distillbertsst,bertsst_pol,bertsst_prob,bertsst
3837,718,I grieved and fell into a long depression.,42,8,i grieved and fell into a long depression,0.24210863534348928,-0.9993372559547424,0.9974876046180725,Negative,0.98,-0.98
3838,718,I delayed my university course.,31,5,i delayed my university course,1.22424700014485,-0.999453067779541,0.9988023042678833,Negative,0.97,-0.97
3839,718,"My father sent me to the doctor, who prescribed antidepressants, and I was glad of the cover and pretended to take them.",120,22,my father sent me to the doctor who prescribed antidepressants and i was glad of the cover and pretended to take them,1.2833853828316077,0.9889170527458191,-0.9975222945213318,Negative,0.92,-0.92
3840,718,I think I could have gone under completely that year if it had not been for my one ambition in life--justice.,109,21,i think i could have gone under completely that year if it had not been for my one ambition in lifejustice,1.2448464604688716,-0.9912347197532654,0.9892730712890625,Negative,0.75,-0.75
3841,718,By which I mean revenge.,24,5,by which i mean revenge,0.3853036396907758,-0.9671021103858948,0.996247410774231,Negative,0.7,-0.7
3842,719,"""Gorringe was still living in his bedsit on the edge of Salisbury and that was fortunate, I thought, as I made my plans.",120,23,gorringe was still living in his bedsit on the edge of salisbury and that was fortunate i thought as i made my plans,3.252027582786105,0.992465078830719,-0.9947375059127808,Positive,0.92,0.92
3843,719,I am sure you have guessed what they were.,42,9,i am sure you have guessed what they were,2.3075783702893875,-0.9944874048233032,-0.9983630776405334,Positive,0.59,0.59
3844,719,"He was working in a cafe, saving up to go travelling.",53,11,he was working in a cafe saving up to go travelling,3.2569369674820496,0.9978762865066528,-0.9928638339042664,Negative,0.6,-0.6
3845,719,"When at last I felt strong enough, I went in there with a book.",63,14,when at last i felt strong enough i went in there with a book,2.2312718183968046,0.9985112547874451,-0.9994668364524841,Negative,0.77,-0.77
3846,719,I studied him and fed my hatred.,32,7,i studied him and fed my hatred,4.328175157127202,-0.9882625937461853,0.9953559041023254,Positive,0.53,0.53
3847,719,And I was friendly towards him when he spoke to me.,51,11,and i was friendly towards him when he spoke to me,4.2824924791212995,0.9980928897857666,0.9978609681129456,Positive,0.98,0.98
3848,719,I let a week go by before I went back.,38,10,i let a week go by before i went back,0.23001871938599752,-0.9896490573883057,0.9880061745643616,Negative,0.95,-0.95
3849,719,We spoke again--about nothing much.,35,5,we spoke againabout nothing much,1.228019734434166,-0.9985180497169495,-0.9451194405555725,Negative,0.8,-0.8
3850,719,I could see he was interested and I waited for him to ask me round to his place.,80,18,i could see he was interested and i waited for him to ask me round to his place,2.305161836158692,0.9957813620567322,-0.9902743101119995,Positive,0.51,0.51
3851,719,"First time, I told him I was busy.",34,8,first time i told him i was busy,2.2229403460097705,-0.9992462992668152,-0.9994394779205322,Negative,0.96,-0.96
3852,719,By the next I could see he was getting really keen and I agreed to call on him.,79,18,by the next i could see he was getting really keen and i agreed to call on him,2.2889325212515312,0.9984022974967957,0.997286319732666,Positive,0.95,0.95
3853,719,I could hardly sleep for thinking and planning.,47,8,i could hardly sleep for thinking and planning,2.234641127425248,0.9963865280151367,0.9984399080276489,Negative,0.84,-0.84
3854,719,I would never have imagined that hatred could bring such elation.,65,11,i would never have imagined that hatred could bring such elation,1.2701841949981862,0.9984399080276489,0.9958577752113342,Negative,0.53,-0.53
3855,719,I did not care what happened to me along the way.,49,11,i did not care what happened to me along the way,1.2261437189158937,0.9962016344070435,0.9916293025016785,Negative,0.97,-0.97
3856,719,"I was reckless, ready to pay any price.",39,8,i was reckless ready to pay any price,4.351914739881783,-0.9887768030166626,-0.9389026165008545,Negative,0.78,-0.78
3857,719,Getting him sent down for rape was my sole reason for keeping going.,68,13,getting him sent down for rape was my sole reason for keeping going,0.2884762043634944,-0.9951653480529785,-0.9974834322929382,Negative,0.98,-0.98
3858,719,"Ten years, twelve, his entire lifetime would not have been enough.",66,11,ten years twelve his entire lifetime would not have been enough,1.2530237491588347,-0.9948093295097351,-0.9957482814788818,Negative,0.73,-0.73
3859,719,"""I took a half-bottle of vodka with me.",39,8,i took a halfbottle of vodka with me,1.2477670104002698,0.9885344505310059,0.984538733959198,Negative,0.91,-0.91
3860,719,It was all I could afford.,26,6,it was all i could afford,4.278410956915633,0.9855104088783264,-0.9982480406761169,Negative,0.64,-0.64
3861,719,I would had two boyfriends by that summer and I knew what to do.,64,14,i would had two boyfriends by that summer and i knew what to do,2.291059442659531,0.9969047904014587,0.9750233888626099,Positive,0.95,0.95
3862,719,"That night, I got Gorringe drunk and seduced him.",49,9,that night i got gorringe drunk and seduced him,4.228739548372567,0.9967420101165771,-0.9965000152587891,Positive,0.55,0.55
3863,719,You know the rest.,18,4,you know the rest,2.3729596007038882,-0.9939465522766113,-0.9943985342979431,Positive,0.7,0.7
3864,719,"Whenever revulsion started to get the better of me, I thought of him wrestling Mariam to the ground, ignoring her screams and pleas.",132,23,whenever revulsion started to get the better of me i thought of him wrestling mariam to the ground ignoring her screams and pleas,1.3081760123870405,-0.9920573830604553,-0.9975632429122925,Negative,0.8,-0.8
3865,719,"I thought of my friend lowering herself into the bath, feeling completely alone, dishonoured and without hope and any wish to live.",131,22,i thought of my friend lowering herself into the bath feeling completely alone dishonoured and without hope and any wish to live,0.3080616709028298,-0.9938831925392151,-0.998403787612915,Negative,0.98,-0.98
3866,720,"""My plan had been to leave straight after Gorringe was done with me and go to the police.",89,18,my plan had been to leave straight after gorringe was done with me and go to the police,0.25406939652506894,-0.9989833831787109,0.9850428104400635,Negative,0.98,-0.98
3867,720,But I was so disgusted and numbed by the experience I could not move.,69,14,but i was so disgusted and numbed by the experience i could not move,0.2612659305517277,-0.9994373917579651,0.9941465854644775,Negative,0.99,-0.99
3868,720,"And when I managed to get myself off the bed and dressed, I worried that I had drunk too much and would not be convincing in front of the desk sergeant.",152,31,and when i managed to get myself off the bed and dressed i worried that i had drunk too much and would not be convincing in front of the desk sergeant,1.2640626530529766,-0.9984295964241028,-0.9985593557357788,Negative,0.98,-0.98
3869,720,But it worked out well enough in the morning.,45,9,but it worked out well enough in the morning,2.276977379468562,0.9985851049423218,-0.9937387108802795,Positive,0.9,0.9
3870,720,I made a point of not changing my clothes or washing.,53,11,i made a point of not changing my clothes or washing,1.2123961688691092,-0.9994758367538452,0.9945757389068604,Negative,0.96,-0.96
3871,720,"So, no shortage of evidence in the right places.",48,9,so no shortage of evidence in the right places,2.333405785205894,0.998375415802002,-0.9917941093444824,Positive,0.93,0.93
3872,720,The new genetic test had been introduced across the country by then.,68,12,the new genetic test had been introduced across the country by then,4.244716857785987,0.9950649738311768,-0.9946394562721252,Positive,0.57,0.57
3873,720,The police were not as unfriendly as I would feared from what I would read in the newspapers.,93,18,the police were not as unfriendly as i would feared from what i would read in the newspapers,1.2513305950747746,0.9926717281341553,-0.9988744854927063,Negative,0.93,-0.93
3874,720,They were not particularly sympathetic either.,46,6,they were not particularly sympathetic either,1.2497622710045475,-0.9991080164909363,0.9967538118362427,Negative,0.99,-0.99
3875,720,"They were efficient, and keen to try out their new DNA kit.",59,12,they were efficient and keen to try out their new dna kit,4.251635457975498,0.9988453388214111,0.9944555163383484,Positive,0.97,0.97
3876,720,They brought him in and got a match.,36,8,they brought him in and got a match,4.231979651923625,0.9920669794082642,0.9977130889892578,Positive,0.9,0.9
3877,720,"From that time on, his life was hell.",37,8,from that time on his life was hell,4.288605656510885,-0.998878538608551,0.9956151843070984,Negative,0.96,-0.96
3878,720,Seven months later it got worse.,32,6,seven months later it got worse,0.24218977922837093,-0.9994001984596252,-0.9946385025978088,Negative,0.99,-0.99
3879,721,"""In court, I spoke for Mariam.",30,6,in court i spoke for mariam,4.3446469928170375,0.9954236745834351,0.9969120621681213,Positive,0.86,0.86
3880,721,I became her and spoke through her.,35,7,i became her and spoke through her,4.290954801709894,0.998637855052948,0.9938880801200867,Positive,0.98,0.98
3881,721,I was so deep in lies already that my version of that night came easily.,72,15,i was so deep in lies already that my version of that night came easily,4.3121202374049625,-0.9986806511878967,0.5851406455039978,Negative,0.82,-0.82
3882,721,It helped that I could see Gorringe across the courtroom.,57,10,it helped that i could see gorringe across the courtroom,3.224518369735927,0.9826341271400452,0.9976484179496765,Positive,0.96,0.96
3883,721,I let my hatred drive me on.,28,7,i let my hatred drive me on,4.30336973857435,0.9968819618225098,0.9930944442749023,Negative,0.77,-0.77
3884,721,I thought he was pathetic when he came up with the story about the texts I was supposed to have sent to a friend called Amelia.,127,26,i thought he was pathetic when he came up with the story about the texts i was supposed to have sent to a friend called amelia,1.2226564882814002,-0.9995011687278748,-0.9824891686439514,Negative,0.98,-0.98
3885,721,It was easy enough to prove she did not exist.,46,10,it was easy enough to prove she did not exist,2.2945596869930327,-0.9983870387077332,0.9935777187347412,Negative,0.98,-0.98
3886,721,Not all the press took my side.,31,7,not all the press took my side,1.2284051600042727,-0.9870556592941284,-0.9919731020927429,Negative,0.64,-0.64
3887,721,Some court reporters thought I was a malicious liar.,52,9,some court reporters thought i was a malicious liar,0.25293338523534215,-0.9994404315948486,0.9980778694152832,Negative,0.98,-0.98
3888,721,The judge was very old school.,30,6,the judge was very old school,2.28176379958352,-0.9992084503173828,0.9942981004714966,Negative,0.97,-0.97
