,sent_no,sent_raw,syuzhet,bing,afinn,nrc,syuzhet_roll100,bing_roll100,afinn_roll100,nrc_roll100,mean_roll100,syuzhet_roll100_stdscale,bing_roll100_stdscale,afinn_roll100_stdscale,nrc_roll100_stdscale
1664,1665,"In a word, I so plainly discovered the utmost affection in him to me, and a firm resolution in him, that I told him then and often after, that I would never send him away from me if he was willing to stay with me.",2.2,2,5,2,0.38891402714932,0.04524886877828054,0.27601809954751133,0.6968325791855203,0.35175339366515807,0.31638437037057654,0.027307274408194658,-0.20080003385903686,0.5162264922875026
1665,1666,"Upon the whole, as I found by all his discourse a settled affection to me, and that nothing could part him from me, so I found all the foundation of his desire to go to his own country was laid in his ardent affection to the people, and his hopes of my doing them good; a thing which, as I had no notion of myself, so I had not the least thought or intention, or desire of undertaking it.",4.7,3,9,6,0.390045248868777,0.04524886877828054,0.2895927601809955,0.6968325791855203,0.35542986425339335,0.320702872866591,0.027307274408194658,-0.17605543066352208,0.5162264922875026
1666,1667,"But still I found a strong inclination to attempting my escape, founded on the supposition gathered from the discourse, that there were seventeen bearded men there; and therefore, without any more delay, I went to work with Friday to find out a great tree proper to fell, and make a large periagua, or canoe, to undertake the voyage.",0.85,2,3,1,0.3886877828054286,0.04072398190045249,0.2895927601809955,0.7013574660633484,0.35509049773755624,0.3155206698713736,0.012534365098875455,-0.17605543066352208,0.5295970724082203
1667,1668,"There were trees enough in the island to have built a little fleet, not of periaguas or canoes, but even of good, large vessels; but the main thing I looked at was, to get one so near the water that we might launch it when it was made, to avoid the mistake I committed at first.",-0.2,1,1,3,0.38597285067873177,0.04072398190045249,0.2895927601809955,0.6968325791855203,0.35328054298642503,0.3051562638809389,0.012534365098875455,-0.17605543066352208,0.5162264922875026
1668,1669,"At last Friday pitched upon a tree; for I found he knew much better than I what kind of wood was fittest for it; nor can I tell to this day what wood to call the tree we cut down, except that it was very like the tree we call fustic, or between that and the Nicaragua wood, for it was much of the same colour and smell.",1.9,1,5,2,0.4036199095022612,0.04072398190045249,0.27601809954751133,0.7058823529411765,0.3565610859728504,0.3725249028187647,0.012534365098875455,-0.20080003385903686,0.5429676525289384
1669,1670,"Friday wished to burn the hollow or cavity of this tree out, to make it for a boat, but I showed him how to cut it with tools; which, after I had showed him how to use, he did very handily; and in about a monthâs hard labour we finished it and made it very handsome; especially when, with our axes, which I showed him how to handle, we cut and hewed the outside into the true shape of a boat.",0.45,-1,2,2,0.4061085972850666,0.04072398190045249,0.28054298642533937,0.7013574660633484,0.3571832579185517,0.38202560830999654,0.012534365098875455,-0.1925518327938653,0.5295970724082203
1670,1671,"After this, however, it cost us near a fortnightâs time to get her along, as it were inch by inch, upon great rollers into the water; but when she was in, she would have carried twenty men with great ease.",1.25,2,5,1,0.3925339366515824,0.027149321266968326,0.2579185520361991,0.6923076923076923,0.34247737556561053,0.3302035783578228,-0.03178436282908218,-0.2337928381197232,0.5028559121667848
1671,1672,"When she was in the water, though she was so big, it amazed me to see with what dexterity and how swift my man Friday could manage her, turn her, and paddle her along.",2.3,2,5,4,0.37895927601809826,0.004524886877828055,0.23529411764705882,0.6742081447963801,0.3232466063348413,0.27838154840564905,-0.10564890937567825,-0.27503384344558124,0.4493735916839139
1672,1673,"So I asked him if he would, and if we might venture over in her.",0.0,0,0,0,0.3746606334841616,0.004524886877828055,0.2398190045248869,0.6742081447963801,0.32330316742081416,0.2619712389207941,-0.10564890937567825,-0.2667856423804096,0.4493735916839139
1673,1674,"âYes,â he said, âwe venture over in her very well, though great blow wind.â However I had a further design that he knew nothing of, and that was, to make a mast and a sail, and to fit her with an anchor and cable.",2.1,1,5,1,0.35452488687782674,-0.013574660633484163,0.19909502262443438,0.6561085972850679,0.2990384615384612,0.18510189449173622,-0.1647405466129551,-0.34101945196695393,0.39589127120104256
1674,1675,"As to a mast, that was easy enough to get; so I pitched upon a straight young cedar-tree, which I found near the place, and which there were great plenty of in the island, and I set Friday to work to cut it down, and gave him directions how to shape and order it.",2.65,4,4,4,0.35316742081447833,-0.013574660633484163,0.19909502262443438,0.665158371040724,0.3009615384615381,0.17991969149651887,-0.1647405466129551,-0.34101945196695393,0.42263243144247803
1675,1676,"But as to the sail, that was my particular care.",1.0,0,2,0,0.3337104072398177,-0.027149321266968326,0.14027149321266968,0.6470588235294118,0.2734728506787327,0.1056414485650699,-0.20905927454091272,-0.4482460658141846,0.3691501109596071
1676,1677,"I knew I had old sails, or rather pieces of old sails, enough; but as I had had them now six-and-twenty years by me, and had not been very careful to preserve them, not imagining that I should ever have this kind of use for them, I did not doubt but they were all rotten; and, indeed, most of them were so.",-0.15,-1,0,2,0.33710407239818874,-0.01809954751131222,0.167420814479638,0.665158371040724,0.2878959276018096,0.1185969560531133,-0.17951345592227433,-0.3987568594231551,0.42263243144247803
1677,1678,"However, I found two pieces which appeared pretty good, and with these I went to work; and with a great deal of pains, and awkward stitching, you may be sure, for want of needles, I at length made a three-cornered ugly thing, like what we call in England a shoulder-of-mutton sail, to go with a boom at bottom, and a little short sprit at the top, such as usually our shipsâ long-boats sail with, and such as I best knew how to manage, as it was such a one as I had to the boat in which I made my escape from Barbary, as related in the first part of my story.",1.85,5,7,4,0.34389140271493085,-0.00904977375565611,0.19457013574660634,0.669683257918552,0.29977375565610825,0.14450797102920027,-0.14996763730363588,-0.3492676530321255,0.4360030115631958
1678,1679,"I was near two months performing this last work, viz.",0.25,1,0,0,0.34389140271493085,-0.01809954751131222,0.18552036199095023,0.6742081447963801,0.2963800904977373,0.14450797102920027,-0.17951345592227433,-0.3657640551624687,0.4493735916839139
1679,1680,"rigging and fitting my masts and sails; for I finished them very complete, making a small stay, and a sail, or foresail, to it, to assist if we should turn to windward; and, what was more than all, I fixed a rudder to the stern of her to steer with.",0.45,-1,0,0,0.3271493212669671,-0.03167420814479638,0.167420814479638,0.6606334841628959,0.28088235294117614,0.08059413408818623,-0.22383218385023193,-0.3987568594231551,0.4092618513217603
1680,1681,"I was but a bungling shipwright, yet as I knew the usefulness and even necessity of such a thing, I applied myself with so much pains to do it, that at last I brought it to pass; though, considering the many dull contrivances I had for it that failed, I think it cost me almost as much labour as making the boat.",-1.8,-4,-2,-1,0.31538461538461415,-0.04524886877828054,0.11764705882352941,0.6515837104072398,0.2598416289592757,0.035681708129635614,-0.26815091177818956,-0.4894870711400425,0.3825206910803248
1681,1682,"After all this was done, I had my man Friday to teach as to what belonged to the navigation of my boat; though he knew very well how to paddle a canoe, he knew nothing of what belonged to a sail and a rudder; and was the most amazed when he saw me work the boat to and again in the sea by the rudder, and how the sail jibed, and filled this way or that way as the course we sailed changed; I say when he saw this he stood like one astonished and amazed.",2.95,5,6,3,0.31742081447963677,-0.049773755656108594,0.10407239819004525,0.6515837104072398,0.2558257918552033,0.043455012622461646,-0.2829238210875088,-0.5142316743355573,0.3825206910803248
1682,1683,"However, with a little use, I made all these things familiar to him, and he became an expert sailor, except that of the compass I could make him understand very little.",1.4,0,0,2,0.3144796380090485,-0.049773755656108594,0.09954751131221719,0.6470588235294118,0.2528280542986422,0.032226906132823835,-0.2829238210875088,-0.5224798754007289,0.3691501109596071
1683,1684,"On the other hand, as there was very little cloudy weather, and seldom or never any fogs in those parts, there was the less occasion for a compass, seeing the stars were always to be seen by night, and the shore by day, except in the rainy seasons, and then nobody cared to stir abroad either by land or sea.",-0.5,-1,-1,2,0.30271493212669554,-0.05429864253393665,0.06334841628959276,0.6515837104072398,0.24083710407239786,-0.012685519825726787,-0.297696730396828,-0.5884654839221016,0.3825206910803248
1684,1685,"I was now entered on the seven-and-twentieth year of my captivity in this place; though the three last years that I had this creature with me ought rather to be left out of the account, my habitation being quite of another kind than in all the rest of the time.",-0.35,0,2,0,0.2927601809954738,-0.05429864253393665,0.04524886877828054,0.6470588235294118,0.23269230769230737,-0.05068834179065427,-0.297696730396828,-0.6214582881827879,0.3691501109596071
1685,1686,"I kept the anniversary of my landing here with the same thankfulness to God for His mercies as at first: and if I had such cause of acknowledgment at first, I had much more so now, having such additional testimonies of the care of Providence over me, and the great hopes I had of being effectually and speedily delivered; for I had an invincible impression upon my thoughts that my deliverance was at hand, and that I should not be another year in this place.",4.5,4,10,4,0.2966063348416276,-0.04072398190045249,0.049773755656108594,0.6515837104072398,0.23930995475113087,-0.03600543330420531,-0.2533780024688704,-0.6132100871176164,0.3825206910803248
