"","sent_raw","syuzhet","bing","afinn","nrc"
"1462","1461,""""""I don't play well. I don't I hardly play at all. I' all out of prac """"""",0.8,1,0,0
"1463","1462,""""""We' go downstairs,"""" interrupted Gatsby.""",-0.75,0,-2,-1
"1464","1463,He flipped a switch.",0,0,0,0
"1465","1464,The grey windows disappeared as the house glowed full of light.",-0.6,0,-2,1
"1466","1465,In the music room Gatsby turned on a solitary lamp beside the piano.",0.6,0,0,1
"1467","1466,""He lit Daisy's cigarette from a trembling match, and sat down with her on a couch far across the room where there was no light save what the gleaming floor bounced in from the hall.""",-0.25,0,-1,-1
"1468","1467,""When Klipspringer had played """"The Love Nest"""" he turned around on the bench and searched unhappily for Gatsby in the gloom.""",-1,-1,2,0
"1469","1468,""""""I' all out of practice, you see. I told you I couldn't play. I' all out of prac """"""",0.4,0,0,1
"1470","1469,""""""Don't talk so much, old sport,"""" commanded Gatsby.""",0.4,0,0,1
"1471","1470,""""""Play!""""""",0,0,0,0
"1472","1471,""In the morning, In the evening, Ain't we got fun""",0.75,1,4,1
"1473","1472,Outside the wind was loud and there was a faint flow of thunder along the Sound.",-1.05,-2,0,1
"1474","1473,""All the lights were going on in West Egg now; the electric trains, men-carrying, were plunging home through the rain from New York.""",0.8,0,0,1
"1475","1474,""It was the hour of a profound human change, and excitement was generating on the air.""",2,2,3,1
"1476","1475,One thing's sure and nothing's surer The rich get richer and the poor get children.",0.5,1,0,0
"1477","1476,""In the meantime, In between time""",0,0,0,0
"1478","1477,""As I went over to say goodbye I saw that the expression of bewilderment had come back into Gatsby's face, as though a faint doubt had occurred to him as to the quality of his present happiness.""",-1.05,-2,4,1
"1479","1478,Almost five years!",0,0,0,0
"1480","1479,There must have been moments even that afternoon when Daisy tumbled short of his dreams not through her own fault but because of the colossal vitality of his illusion.",-0.5,-3,4,0
"1481","1480,""It had gone beyond her, beyond everything.""",0,0,0,0
"1482","1481,""He had thrown himself into it with a creative passion, adding to it all the time, decking it out with every bright feather that drifted his way.""",1.75,3,4,2
"1483","1482,No amount of fire or freshness can challenge what a man will store up in his ghostly heart.",-1,0,-4,-1
"1484","1483,""As I watched him he adjusted himself a little, visibly.""",0,0,0,0
"1485","1484,His hand took hold of hers and as she said something low in his ear he turned toward her with a rush of emotion.",0,0,0,0
"1486","1485,""I think that voice held him most with its fluctuating, feverish warmth because it couldn't be over-dreamed that voice was a deathless song.""",-0.25,0,2,-1
"1487","1486,""They had forgotten me, but Daisy glanced up and held out her hand; Gatsby didn't know me now at all.""",-0.5,0,-1,-1
"1488","1487,""I looked once more at them and they looked back at me, remotely, possessed by intense life.""",-0.85,-1,1,-1
"1489","1488,""Then I went out of the room and down the marble steps into the rain, leaving them there together.""",0,0,0,0
"1490","1489,About this time an ambitious young reporter from New York arrived one morning at Gatsby's door and asked him if he had anything to say.",1.7,1,2,2
"1491","1490,""""""Anything to say about what?"""" inquired Gatsby politely.""",1,0,0,0
"1492","1491,""""""Why, any statement to give out.""""""",0,0,0,1
"1493","1492,It transpired after a confused five minutes that the man had heard Gatsby's name around his office in a connection which he either wouldn't reveal or didn't fully understand.",-0.1,-1,-2,1
"1494","1493,""This was his day off and with laudable initiative he had hurried out """"to see.""""""",0.25,1,0,0
"1495","1494,""It was a random shot, and yet the reporter's instinct was right.""",0.4,1,0,-1
"1496","1495,""Gatsby's notoriety, spread about by the hundreds who had accepted his hospitality and so become authorities on his past, had increased all summer until he fell just short of being news.""",2.05,-2,2,0
"1497","1496,""Contemporary legends such as the """"underground pipe-line to Canada"""" attached themselves to him, and there was one persistent story that he didn't live in a house at all, but in a boat that looked like a house and was moved secretly up and down the Long Island shore.""",1.3,1,2,1
"1498","1497,""Just why these inventions were a source of satisfaction to James Gatz of North Dakota, isn't easy to say.""",0.8,1,1,0
"1499","1498,""James Gatz that was really, or at least legally, his name.""",0.8,0,1,0
"1500","1499,He had changed it at the age of seventeen and at the specific moment that witnessed the beginning of his career when he saw Dan Cody's yacht drop anchor over the most insidious flat on Lake Superior.",0.25,0,1,2
"1501","1500,""It was James Gatz who had been loafing along the beach that afternoon in a torn green jersey and a pair of canvas pants, but it was already Jay Gatsby who borrowed a row-boat, pulled out to the Tuolomee and informed Cody that a wind might catch him and break him up in half an hour.""",-1,-1,-2,-1
"1502","1501,""I suppose he'd had the name ready for a long time, even then.""",0.8,1,0,0
"1503","1502,His parents were shiftless and unsuccessful farm people his imagination had never really accepted them as his parents at all.",-0.3,-1,-1,-1
"1504","1503,""The truth was that Jay Gatsby, of West Egg, Long Island, sprang from his Platonic conception of himself.""",0.75,0,0,1
"1505","1504,""He was a son of God a phrase which, if it means anything, means just that and he must be about His Father's Business, the service of a vast, vulgar and meretricious beauty.""",0,0,4,1
"1506","1505,""So he invented just the sort of Jay Gatsby that a seventeen-year-old boy would be likely to invent, and to this conception he was faithful to the end.""",1.6,1,3,0
"1507","1506,For over a year he had been beating his way along the south shore of Lake Superior as a clam digger and a salmon fisher or in any other capacity that brought him food and bed.",0.65,1,1,1
"1508","1507,""His brown, hardening body lived naturally through the half fierce, half lazy work of the bracing days.""",-1.25,-1,-1,-2
"1509","1508,""He knew women early and since they spoiled him he became contemptuous of them, of young virgins because they were ignorant, of the others because they were hysterical about things which in his overwhelming self-absorption he took for granted.""",-2.8,-5,-8,0
"1510","1509,""But his heart was in a constant, turbulent riot.""",-1,-1,-2,-1
"1511","1510,The most grotesque and fantastic conceits haunted him in his bed at night.",-0.75,0,2,-2
"1512","1511,A universe of ineffable gaudiness spun itself out in his brain while the clock ticked on the wash-stand and the moon soaked with wet light his tangled clothes upon the floor.",-0.75,-1,0,0
"1513","1512,Each night he added to the pattern of his fancies until drowsiness closed down upon some vivid scene with an oblivious embrace.",0.15,0,1,1
"1514","1513,""For a while these reveries provided an outlet for his imagination; they were a satisfactory hint of the unreality of reality, a promise that the rock of the world was founded securely on a fairy's wing.""",2.35,3,1,2
"1515","1514,""An instinct toward his future glory had led him, some months before, to the small Lutheran college of St. Olaf in southern Minnesota.""",1.15,2,2,0
"1516","1515,""He stayed there two weeks, dismayed at its ferocious indifference to the drums of his destiny, to destiny itself, and despising the janitor's work with which he was to pay his way through.""",-2.65,0,-5,-1
"1517","1516,""Then he drifted back to Lake Superior, and he was still searching for something to do on the day that Dan Cody's yacht dropped anchor in the shallows along shore.""",0.75,1,1,2
"1518","1517,""Cody was fifty years old then, a product of the Nevada silver fields, of the Yukon, of every rush for metal since Seventy-five.""",0,0,0,0
"1519","1518,""The transactions in Montana copper that made him many times a millionaire found him physically robust but on the verge of soft-mindedness, and, suspecting this an infinite number of women tried to separate him from his money.""",2.05,2,1,3
"1520","1519,""The none too savory ramifications by which Ella Kaye, the newspaper woman, played Madame de Maintenon to his weakness and sent him to sea in a yacht, were common knowledge to the turgid journalism of .""",0.1,-1,-2,2
"1521","1520,He had been coasting along all too hospitable shores for five years when he turned up as James Gatz's destiny at Little Girl Bay.",1.5,2,0,0
"1522","1521,""To the young Gatz, resting on his oars and looking up at the railed deck, the yacht represented all the beauty and glamor in the world.""",0.75,1,3,3
"1523","1522,I suppose he smiled at Cody he had probably discovered that people liked him when he smiled.",1.3,1,4,0
"1524","1523,""At any rate Cody asked him a few questions (one of them elicited the brand new name) and found that he was quick, and extravagantly ambitious.""",2.3,0,2,1
"1525","1524,""A few days later he took him to Duluth and bought him a blue coat, six pair of white duck trousers and a yachting cap.""",0.4,0,0,1
"1526","1525,And when the Tuolomee left for the West Indies and the Barbary Coast Gatsby left too.",0.6,0,0,1
"1527","1526,""He was employed in a vague personal capacity while he remained with Cody he was in turn steward, mate, skipper, secretary, and even jailor, for Dan Cody sober knew what lavish doings Dan Cody drunk might soon be about and he provided for such contingencies by reposing more and more trust in Gatsby.""",0.35,-1,-3,2
"1528","1527,The arrangement lasted five years during which the boat went three times around the continent.",0,0,0,0
"1529","1528,It might have lasted indefinitely except for the fact that Ella Kaye came on board one night in Boston and a week later Dan Cody inhospitably died.",-0.5,-1,-3,0
"1530","1529,""I remember the portrait of him up in Gatsby's bedroom, a grey, florid man with a hard empty face the pioneer debauchee who during one phase of American life brought back to the eastern seaboard the savage violence of the frontier brothel and saloon.""",-2.05,-2,-6,-2
"1531","1530,It was indirectly due to Cody that Gatsby drank so little.",0,0,0,0
"1532","1531,Sometimes in the course of gay parties women used to rub champagne into his hair; for himself he formed the habit of letting liquor alone.",-0.6,0,-2,-1
"1533","1532,And it was from Cody that he inherited money a legacy of twenty-five thousand dollars.",1.2,0,0,1
"1534","1533,He didn't get it.",0,0,0,0
"1535","1534,He never understood the legal device that was used against him but what remained of the millions went intact to Ella Kaye.",0.75,0,3,2
"1536","1535,He was left with his singularly appropriate education; the vague contour of Jay Gatsby had filled out to the substantiality of a man.",0.25,0,0,0
"1537","1536,""He told me all this very much later, but I've put it down here with the idea of exploding those first wild rumors about his antecedents, which weren't even faintly true.""",-0.35,-2,2,0
"1538","1537,""Moreover he told it to me at a time of confusion, when I had reached the point of believing everything and nothing about him.""",0.3,-1,1,0
"1539","1538,""So I take advantage of this short halt, while Gatsby, so to speak, caught his breath, to clear this set of misconceptions away.""",0.0499999999999999,1,3,1
"1540","1539,""It was a halt, too, in my association with his affairs.""",-0.4,0,0,0
"1541","1540,""For several weeks I didn't see him or hear his voice on the phone mostly I was in New York, trotting around with Jordan and trying to ingratiate myself with her senile aunt but finally I went over to his house one Sunday afternoon.""",0.95,-1,0,1
"1542","1541,I hadn't been there two minutes when somebody brought Tom Buchanan in for a drink.",0,0,0,0
"1543","1542,""I was startled, naturally, but the really surprising thing was that it hadn't happened before.""",-0.6,0,-2,0
"1544","1543,They were a party of three on horseback Tom and a man named Sloane and a pretty woman in a brown riding habit who had been there previously.",0.75,1,1,1
"1545","1544,""""""I' delighted to see you,"""" said Gatsby standing on his porch.""",0.75,1,3,2
"1546","1545,""""""I' delighted that you dropped in.""""""",0.75,1,2,1
"1547","1546,As though they cared!",0,0,0,0
"1548","1547,""""""Sit right down. Have a cigarette or a cigar.""""""",0.55,1,0,-1
"1549","1548,""He walked around the room quickly, ringing bells.""",0,0,0,0
"1550","1549,""""""I' have something to drink for you in just a minute.""""""",0,0,0,0
"1551","1550,He was profoundly affected by the fact that Tom was there.",0.8,1,-1,0
