,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
2027,-0.7966629637045519,-0.7589701008805175,-0.7931188318079648,-0.8511979719655709,-1.0500301084930783,-0.5500458011624677,-0.23036977747557552,0.10506307550266136,1.0004611196239992,-0.5572447861081268,0.45024531988496486,0.5337061048521226,-0.32054842322594657,-0.061522988167990934,-0.35856138141747945,-0.24175333082973094,-0.32206905141300723,0.2196488812189659,0.4892697293333219,-0.687644467976417,-1.0325061537943325,-0.5265729435507539,-0.5736896113060943,-0.03298596443648163,0.21180580720628084,0.2485374866375441,0.08036891908313148,-0.6139918297177013,-1.544582776266438,-1.2637694780213877,-0.47964835444240833
2028,-0.788622896953238,-0.750772372714856,-0.8143418580240176,-0.9070297904436636,-1.0979364492775874,-0.49891241248411927,-0.2480900984434342,0.10662397998681676,0.9425291273359305,-0.48081341262745586,0.4186407561169897,0.5298954114017073,-0.30979058984719937,-0.050061845382826105,-0.38057293768432465,-0.30454817947853374,-0.3815604044613944,0.2867986384455638,0.4892697293333219,-0.6790560247816096,-1.0520328542969177,-0.5450325928632965,-0.52468187536013,-0.03302392900829057,0.29538512424281255,0.34213015830162946,0.04288800494917762,-0.6108778163836703,-1.4920597804371944,-1.2637694780213877,-0.4958667955383347
2029,-0.8137481055510944,-0.7763902732325483,-0.8561166000840335,-0.9588736218876065,-1.110451773600184,-0.5242297532333045,-0.28279824149064126,0.10215301714266609,0.8845971350478623,-0.4775076502621604,0.36086752469996664,0.526082039555673,-0.341876231457002,-0.05385796129627068,-0.423297025286298,-0.2332728413434759,-0.4063994359146467,0.3183367452823882,0.5629950053530616,-0.7058949097653828,-1.0910862553020881,-0.5819518914883819,-0.5491857433331122,-0.10527124298422962,0.26524270715050435,0.37114000873996417,0.12538025589149251,-0.6832051133618363,-1.492087209521211,-1.334167166949703,-0.5049101097223938
2030,-0.8217881723024086,-0.7845880013982097,-0.8561166000840335,-0.9801428860697371,-1.1818761493286452,-0.5726000293386722,-0.31160603915450164,0.018928978057232097,0.8730107365902482,-0.5538546539376841,0.38129559193495427,0.5462188218463588,-0.3900059734005135,-0.10513425692262715,-0.4865513006684757,-0.29860593205005354,-0.44950077602088645,0.3183367452823882,0.5083991064431631,-0.731660239349805,-1.1106129558046733,-0.6188711901134671,-0.5981934792790764,-0.17755808414425656,0.15517444742731626,0.30769372760953934,0.021969290414056434,-0.7036163223890375,-1.5552555078761148,-1.4045648558780184,-0.5704715606373775
2031,-0.8469133809002651,-0.810205901915902,-0.8561166000840335,-0.9845739827743476,-1.1941013833523737,-0.5726000293386722,-0.31160603915450164,0.018928978057232097,0.844044740446214,-0.49155522281909486,0.3646967622816816,0.5399424361990327,-0.42392511491375406,-0.11338347292041258,-0.5100826441256847,-0.3231000664005731,-0.4864069620497424,0.3183367452823882,0.5083991064431631,-0.7370280163465596,-1.1106129558046733,-0.6188711901134671,-0.5981934792790764,-0.24987208324669835,0.10099917818151942,0.27157381489012794,-0.03378403768619399,-0.7051418781926648,-1.6109890297359504,-1.4749625448063342,-0.5664172907074675
2032,-0.8589734810272363,-0.8225024941643942,-0.8561166000840335,-0.9898912988198802,-1.207072563858906,-0.6018742148573601,-0.31160603915450164,0.018928978057232097,0.844044740446214,-0.5488039706023088,0.3646967622816816,0.5355197930695542,-0.4578532649580001,-0.149529726390169,-0.5100826441256847,-0.3847437222721672,-0.5069677222514838,0.24326103436674812,0.5083991064431631,-0.7499106811387707,-1.1106129558046733,-0.6188711901134671,-0.6226973472520586,-0.32215816684193255,0.06916401618033079,0.22546791600664226,-0.13296165008508834,-0.7135404756825838,-1.6726805531438729,-1.4749625448063342,-0.6043060971104003
2033,-0.8790736479055214,-0.842996814578548,-0.8790916055578101,-1.0315436078432192,-1.2548338594939807,-0.6543071785884932,-0.3312985081923737,-0.01479381882138167,0.8028486570413659,-0.531124661432921,0.3385193478883934,0.538889288269175,-0.4861267233282052,-0.17965160428163277,-0.5354993999975761,-0.34434408890356744,-0.4170539422662796,0.24684383929816087,0.5083991064431631,-0.7713817891257891,-1.1301396563072585,-0.6373308394260099,-0.6717050831980228,-0.32200054156573293,0.15121259325023617,0.1779714136972059,-0.15904932744711822,-0.7138805327682587,-1.6717928890254032,-1.4749625448063342,-0.6350208399012506
2034,-0.8871137146568356,-0.8511945427442096,-0.8790916055578101,-0.9783704473878929,-1.2572167440918263,-0.6543071785884932,-0.3312985081923737,-0.01479381882138167,0.8028486570413659,-0.5381657051715315,0.3385193478883934,0.5468746160387254,-0.49699242738541943,-0.19122766995179846,-0.5354993999975761,-0.35243615547412865,-0.35094651925261583,0.24684383929816087,0.5083991064431631,-0.7799702323205966,-1.1301396563072585,-0.6373308394260099,-0.6717050831980228,-0.3942504821979477,0.09219566712589561,0.14936203589383512,-0.05465432275986847,-0.7111759565668698,-1.6673517241169642,-1.4749625448063342,-0.574931416534413
2035,-0.9584693070747481,-0.9239493802144555,-0.929791056430552,-0.9225386289098003,-1.3356240077287562,-0.7026924092449457,-0.3826601258121515,-0.022549941103115177,0.7780666381181364,-0.5376479813672222,0.2811361999475143,0.570516381165517,-0.48169639216534554,-0.17493163360952588,-0.576256882435816,-0.3096857154162838,-0.3378309360818755,0.19966485104758883,0.5083991064431631,-0.8347215576874938,-1.1887197578150142,-0.6834799627073666,-0.7207128191439871,-0.3934731732378647,0.06236311794100471,0.1319380059813904,-0.059355581214397844,-0.7851869887676437,-1.666973309442959,-1.4749625448063342,-0.5724075042243804
2036,-0.9464092069477771,-0.9116527879659632,-0.8918350924827478,-0.8667068104317078,-1.2987203775656029,-0.6512165318013231,-0.3826601258121515,-0.054088681707387315,0.7664802396605228,-0.46841872125316986,0.27568894787081605,0.5509538601941942,-0.4511255150035226,-0.1423621397454934,-0.5410383924088633,-0.34176495719009164,-0.3087320993781478,0.27164613614664124,0.5083991064431631,-0.8379422238855465,-1.1691930573124287,-0.7019396120199092,-0.6962089511710049,-0.39396559682808274,0.16036541420607336,0.17793843414400692,0.035537920973118246,-0.7812188560836216,-1.6085162201539789,-1.4045648558780184,-0.5351751023455104
2037,-0.9263090400694918,-0.8911584675518093,-0.8446167300325447,-0.8480962042723436,-1.2808798241852126,-0.6772401813368988,-0.3826601258121515,-0.09560390097201715,0.7708251390821278,-0.46783196760828544,0.2809762701070736,0.5568817600621192,-0.5176800934947513,-0.1816398513102862,-0.5701518912617316,-0.3630352687959415,-0.2949240580554049,0.10046613442381441,0.5083991064431631,-0.816471115898528,-1.1301396563072585,-0.7019396120199092,-0.7207128191439871,-0.393994026011702,0.12689435204699842,0.22664105235736304,0.13438162915934637,-0.7807426396134045,-1.669453997912451,-1.4749625448063342,-0.5336273304873437
2038,-0.8951537814081497,-0.8593922709098709,-0.8248206352927298,-0.8427788882268109,-1.3036726333819946,-0.6549791149155357,-0.3664722323641426,-0.06521466367002987,0.8248949985509917,-0.4751069458066216,0.334719315621653,0.5821750271340601,-0.48641356710594325,-0.14832922911323693,-0.5509386297842843,-0.39955206595527387,-0.29429311715630163,0.10413149315701059,0.44206586493407046,-0.7831908985186494,-1.1106129558046733,-0.6834799627073666,-0.6962089511710049,-0.39435433979859863,0.04289929478716674,0.26994955636129986,0.16312027856289854,-0.7055689261410147,-1.7298533573785237,-1.5453602337346495,-0.5632200892817721
2039,-0.9293240651012348,-0.8942326156139324,-0.8741417619723003,-0.8711379071363183,-1.3675961028111514,-0.7109513054021188,-0.3962499702957051,-0.09796340775039146,0.8567575943094293,-0.5476994931531143,0.31776804084040683,0.6154129850334447,-0.5694508051611118,-0.23679515048697408,-0.6387589776875263,-0.533348551185637,-0.35840017392921014,-0.10522073106127852,0.44206586493407046,-0.8196917820965808,-1.1496663568098435,-0.7019396120199092,-0.7452166871169692,-0.46637361166378166,-0.00962548511623246,0.20127016854714697,0.11329629876466606,-0.789371123656936,-1.7915856003096735,-1.5453602337346495,-0.6248290329440095
2040,-0.9273140484134063,-0.892183183572517,-0.8947222499917221,-0.8427788882268109,-1.3369086933380294,-0.7109513054021188,-0.3962499702957051,-0.1102025929110366,0.7872392035637471,-0.5481405171345635,0.28138270404101673,0.595615234487085,-0.5671422869520844,-0.23433570945602383,-0.6595116719552003,-0.5028116862976613,-0.3243461083720502,-0.10522073106127852,0.44206586493407046,-0.8175446712978789,-1.1691930573124287,-0.7019396120199092,-0.7452166871169692,-0.4672693295117888,0.016625705057457602,0.15500326499476472,0.11406356427061314,-0.8434583557324309,-1.790860571131841,-1.6157579226629648,-0.5596191280081735
2041,-0.9313340817890632,-0.8962820476553477,-0.8947222499917221,-0.8427788882268109,-1.3850015207432391,-0.7109513054021188,-0.42561186882568336,-0.14392538978965022,0.7795149379253379,-0.607536859957876,0.27096697416254467,0.5591152906787679,-0.5707797664467137,-0.23821099459925885,-0.6595116719552003,-0.541028761267412,-0.35789282087115953,-0.10522073106127852,0.44206586493407046,-0.8196917820965808,-1.1691930573124287,-0.7203992613324518,-0.7452166871169692,-0.539578204799934,-0.008769013865916475,0.19831888170351722,0.21077303725996518,-0.9306841656606586,-1.8449219140946012,-1.6157579226629648,-0.6245113330710298
2042,-0.9433941819160344,-0.90857863990384,-0.8934812655594018,-0.8907233545706967,-1.4276655154124884,-0.686766167349435,-0.44599707542633765,-0.16163984067960008,0.7890254399926293,-0.546878805048505,0.29579673189710076,0.5451912154651611,-0.5800068766951882,-0.24804134094587052,-0.6571250265556144,-0.5643598381307133,-0.4090467757164904,-0.08186576536115928,0.3983891458061516,-0.8325744468887919,-1.1691930573124287,-0.7480887353012659,-0.7207128191439871,-0.539471211183204,-0.011794006782794122,0.17615477289395665,0.23834553818655324,-1.0035224863989818,-1.8448322116407585,-1.6157579226629648,-0.6842928081537153
2043,-0.9433941819160344,-0.90857863990384,-0.8934812655594018,-0.9239565798552756,-1.351454649752703,-0.686766167349435,-0.44599707542633765,-0.16163984067960008,0.7890254399926293,-0.6234137232900375,0.29579673189710076,0.5345067963431179,-0.5800068766951882,-0.24804134094587052,-0.6571250265556144,-0.4590074401274848,-0.4376019538160717,-0.08186576536115928,0.3983891458061516,-0.8325744468887919,-1.1691930573124287,-0.7480887353012659,-0.7207128191439871,-0.611687557809722,0.07081399528033651,0.12710197806042295,0.23148721821822285,-0.9270367723681946,-1.9078362653492977,-1.6861556115912808,-0.7397083847390612
2044,-0.9886195573921763,-0.954690860835686,-0.9194813530008419,-0.9221841411734314,-1.3837168351339661,-0.690664845468927,-0.522814244758035,-0.1776542366856444,0.7386031504085695,-0.692968957651247,0.22804825471182882,0.5979368737165554,-0.5934707056823774,-0.2623853878393714,-0.6508992182753122,-0.49024453298593634,-0.4366543753655765,-0.0891853607910921,0.3211788851178221,-0.8808844398595835,-1.1887197578150142,-0.8219273325514364,-0.7207128191439871,-0.6118536846463738,0.07257537247656251,0.08355051651558872,0.18393628397757825,-0.9280616681604177,-1.9112736411387143,-1.6861556115912808,-0.712934042647499
2045,-1.048920058027032,-0.9956795016639934,-0.9606423290396858,-0.9540880374466273,-1.416807849940567,-0.7914851604266977,-0.5653701527587112,-0.22694372828414908,0.6690847596628873,-0.7696150906359276,0.19166291791243917,0.5913023435222885,-0.6627262519532018,-0.3115742084583766,-0.6924046068106604,-0.5305975327403856,-0.4683097365314932,-0.21178348333776909,0.3211788851178221,-0.9238266558336206,-1.2277731588201843,-0.868076455832793,-0.8187282910359156,-0.6842114261011097,-0.03464265660963663,-0.007597023063514108,0.21626174347141236,-1.0154092136991513,-1.974442610518488,-1.756553300519596,-0.7774118620761381
2046,-1.1142456003814591,-1.0622860430099932,-1.068825611747518,-0.996626565810888,-1.4452988614365443,-0.7914851604266977,-0.6406104105920434,-0.31165002162779265,0.5879799704595914,-0.8462727285940365,0.09817021352655378,0.6010441958722115,-0.7937728304788485,-0.451188152559514,-0.8152602576287802,-0.5921714924449479,-0.5307761637458652,-0.21178348333776909,0.10623461616517463,-0.9721366488044121,-1.28635326032794,-0.9234554037704212,-0.8187282910359156,-0.7565661135553277,-0.15456024541814092,-0.07551097056752432,0.17145219815368234,-1.0283389818211053,-2.037670692288575,-1.826950989447912,-0.8745500008818805
2047,-1.1142456003814591,-1.0622860430099932,-1.0769717538846073,-0.9413264789373489,-1.429633985297665,-0.8218693709544581,-0.6728853574861842,-0.2964523779681089,0.5879799704595914,-0.8589972292066235,0.09817021352655378,0.6195514818341965,-0.8421470438740893,-0.5027249023234758,-0.8399753039182564,-0.5811933722047157,-0.4811450211030677,-0.3037320752477767,0.10623461616517463,-0.9828722027979212,-1.28635326032794,-0.9234554037704212,-0.8432321590088977,-0.7565546162685721,-0.1477962302932127,-0.16732735436889815,0.13108799399546747,-1.1078049498548375,-1.9772686166796984,-1.826950989447912,-0.8182592420357847
2048,-1.1172606254132018,-1.0653601910721162,-1.0482924388372339,-0.9613043949369929,-1.422443890032862,-0.8447261479572294,-0.6325235712802101,-0.27095155470952326,0.643980896338058,-0.8590470840914827,0.13370796134394958,0.6020034812136391,-0.8329351765435854,-0.49291079542333743,-0.8040305830527015,-0.5720924210814599,-0.47595482069082395,-0.31194459223026505,0.23033274770575324,-0.9860928689959741,-1.2668265598253545,-0.8957659298016071,-0.8677360269818798,-0.7565549572806443,-0.13925431599956578,-0.19177615409731325,0.1438933977321487,-1.1079696336532214,-1.9771913960424,-1.826950989447912,-0.7545656498678159
2049,-1.2067063680215715,-1.1565599169151006,-1.1528961911036195,-1.0880084401362558,-1.4567159867705688,-0.9856662040906464,-0.6820445669315492,-0.33295213282434777,0.6125321005245349,-0.8714072605454821,0.06971840364363385,0.6585285532104554,-0.9013127965451813,-0.5657587043430145,-0.8921436975701754,-0.6087217571520961,-0.561831068747454,-0.43000915087387437,0.16552461216455594,-1.0762715225414519,-1.383986762840866,-0.9511448777392351,-1.0147592348197727,-0.8286035432341907,-0.15053637506838888,-0.2921912780848862,0.043905213476291095,-1.1080065439215976,-1.9774507113415685,-1.8973486783762272,-0.831703075662004
2050,-1.2388666350268278,-1.1893508295777466,-1.1528961911036195,-1.1092777043183863,-1.5017214245663963,-1.0094449847302094,-0.6955698387227227,-0.3437151137441636,0.5690831063084837,-0.8697965642654081,0.015180004838834688,0.6952881006804786,-0.9264060651946509,-0.5924924828663221,-0.8921436975701754,-0.6977611071880152,-0.6534663129054796,-0.45083140666220134,0.16552461216455594,-1.1106252953206814,-1.383986762840866,-0.9696045270517778,-1.0392631027927548,-0.8287795853205808,-0.20864784411688803,-0.3327295124757577,0.002353924206236291,-1.093325854715749,-1.9785186040696001,-1.8973486783762272,-0.8614937788891329
2051,-1.2358516099950851,-1.1862766815156236,-1.1710880017431693,-1.1385229425688157,-1.515127740521231,-1.057933612408069,-0.7254461154085197,-0.3371447948689976,0.5589450076580716,-0.8672731400932916,0.0016452225444888958,0.6865490866865616,-0.9425849359052746,-0.5878165697569059,-0.9267083726918527,-0.7457352522116734,-0.6902587789582739,-0.49831345535215915,0.2210229837656446,-1.1074046291226287,-1.403513463343451,-1.006523825676863,-1.088270838738719,-0.9007532996995933,-0.20329781203947223,-0.3965261687735949,0.007074836346697348,-1.0173890701754065,-1.9791450623328768,-1.8973486783762272,-0.8371817249956935
2052,-1.2137414264289712,-1.1637329290600544,-1.145087914301729,-1.1438402586143483,-1.5287619845680331,-1.0081191655105917,-0.7020900431334607,-0.3596750595937837,0.628463398403754,-0.8605197206904093,0.05525058832261753,0.7083017046191409,-0.9470751871213292,-0.5926003778450786,-0.9578374140933636,-0.7213053640468977,-0.6893625283662289,-0.44156155232811295,0.2210229837656446,-1.0837864103369084,-1.383986762840866,-0.9880641763643204,-1.0392631027927548,-0.9007344253289015,-0.2548021471857309,-0.39253656736683523,0.1261931765128169,-1.0208392603783922,-1.9790305564625577,-1.826950989447912,-0.7813057299884107
2053,-1.1906262345189431,-1.1401644605837775,-1.1393260831088674,-1.2094204898425842,-1.6015539288483012,-0.9553005371194768,-0.7095055677643257,-0.30694310810580444,0.6329692200261594,-0.7841382020945977,0.05135788014142749,0.6893081968489689,-0.8688199713621905,-0.5092291106091267,-0.8840157808408056,-0.7639673522918685,-0.7096956410221628,-0.30791940606310636,0.49475275456634044,-1.0590946361518372,-1.383986762840866,-0.9972940010205917,-0.9902553668467905,-0.8284744960646039,-0.1948502355169805,-0.29593060927029713,0.2703661347665182,-0.9353642203906275,-1.9162401242753748,-1.756553300519596,-0.6937746369444127
2054,-1.1805761510798005,-1.1299173003767007,-1.1393260831088674,-1.2306897540247146,-1.6290296242982403,-0.953403422561079,-0.7095055677643257,-0.30694310810580444,0.6329692200261594,-0.7177775153555349,0.05135788014142749,0.6811969678380471,-0.8427020692806552,-0.48140371171451285,-0.8840157808408056,-0.8242154691211199,-0.7507324620145993,-0.28624691510973244,0.49475275456634044,-1.0483590821583277,-1.383986762840866,-0.9972940010205917,-0.9902553668467905,-0.8282922661199208,-0.13875182008787165,-0.27149192402381833,0.27923175367293057,-0.9396311532153271,-1.856593767807631,-1.7917521449837537,-0.6902429159578923
2055,-1.1685160509528292,-1.1176207081282084,-1.1393260831088674,-1.2306897540247146,-1.6387062078390557,-0.9265062490437942,-0.7095055677643257,-0.30694310810580444,0.6329692200261594,-0.7166998828443427,0.05135788014142749,0.6921235065431219,-0.8219254053994078,-0.4592687424359606,-0.8840157808408056,-0.8905672770807461,-0.7507324620145993,-0.24027261915472842,0.49475275456634044,-1.0354764173661166,-1.383986762840866,-0.9972940010205917,-0.9657514988738083,-0.8281626297332731,-0.11441679369862488,-0.2512765506373759,0.3820096644966874,-0.8595470919356444,-1.8566619842713217,-1.8621498339120697,-0.6842655301472692
